Date,AAL,ALK,DAL,LUV,UAL
2020-02-25,23.1200008392334,58.810001373291016,50.88999938964844,49.469608306884766,70.56999969482422
2020-02-26,22.309999465942383,57.369998931884766,49.59000015258789,48.7125244140625,66.52999877929688
2020-02-27,20.600000381469727,52.959999084472656,48.189998626708984,46.45122528076172,64.94000244140625
2020-02-28,19.049999237060547,50.459999084472656,46.130001068115234,46.01291275024414,61.59000015258789
2020-03-02,18.860000610351562,50.029998779296875,47.15999984741211,46.77000045776367,61.2599983215332
2020-03-03,17.850000381469727,47.369998931884766,46.18000030517578,45.209999084472656,58.290000915527344
2020-03-04,18.530000686645508,49.689998626708984,48.5,46.93000030517578,59.470001220703125
2020-03-05,16.040000915527344,43.459999084472656,45.0099983215332,45.25,51.59000015258789
2020-03-06,15.970000267028809,45.209999084472656,45.88999938964844,45.72999954223633,52.099998474121094
2020-03-09,14.75,43.189998626708984,43.52000045776367,43.619998931884766,46.779998779296875
2020-03-10,17.0,46.779998779296875,45.470001220703125,45.560001373291016,52.560001373291016
2020-03-11,16.260000228881836,45.70000076293945,42.66999816894531,42.4900016784668,49.34000015258789
2020-03-12,13.449999809265137,35.08000183105469,33.709999084472656,36.06999969482422,37.08000183105469
2020-03-13,14.3100004196167,37.95000076293945,38.36000061035156,41.279998779296875,41.63999938964844
2020-03-16,15.920000076293945,32.529998779296875,35.810001373291016,37.52000045776367,35.470001220703125
2020-03-17,15.579999923706055,32.529998779296875,31.739999771118164,38.25,30.670000076293945
2020-03-18,11.649999618530273,25.1299991607666,23.489999771118164,35.150001525878906,21.3799991607666
2020-03-19,10.289999961853027,24.18000030517578,21.510000228881836,30.860000610351562,21.280000686645508
2020-03-20,10.380000114440918,23.559999465942383,21.350000381469727,31.940000534057617,24.5
2020-03-23,10.25,24.030000686645508,22.219999313354492,33.72999954223633,26.25
2020-03-24,13.920000076293945,28.90999984741211,26.889999389648438,37.65999984741211,33.0
2020-03-25,15.390000343322754,29.84000015258789,31.100000381469727,39.400001525878906,36.599998474121094
2020-03-26,15.65999984741211,32.4900016784668,31.700000762939453,41.22999954223633,35.54999923706055
2020-03-27,14.039999961853027,29.8700008392334,29.549999237060547,36.380001068115234,32.84000015258789
2020-03-30,12.25,28.329999923706055,28.670000076293945,35.099998474121094,30.15999984741211
2020-03-31,12.1899995803833,28.469999313354492,28.530000686645508,35.61000061035156,31.549999237060547
2020-04-01,10.6899995803833,26.350000381469727,23.8700008392334,32.040000915527344,25.649999618530273
2020-04-02,10.0600004196167,24.65999984741211,22.68000030517578,31.5,23.420000076293945
2020-04-03,9.390000343322754,24.690000534057617,22.479999542236328,30.540000915527344,22.889999389648438
2020-04-06,9.5,26.670000076293945,22.31999969482422,30.700000762939453,24.020000457763672
2020-04-07,10.220000267028809,29.030000686645508,22.25,32.77000045776367,24.479999542236328
2020-04-08,11.329999923706055,29.139999389648438,23.229999542236328,34.29999923706055,27.510000228881836
2020-04-09,12.510000228881836,31.610000610351562,24.389999389648438,36.470001220703125,31.5
2020-04-13,11.5600004196167,29.510000228881836,23.25,34.2599983215332,28.90999984741211
2020-04-14,11.949999809265137,31.049999237060547,24.540000915527344,34.779998779296875,30.899999618530273
2020-04-15,12.289999961853027,30.079999923706055,24.350000381469727,32.81999969482422,31.860000610351562
2020-04-16,11.069999694824219,28.260000228881836,22.780000686645508,30.68000030517578,28.209999084472656
2020-04-17,11.569999694824219,29.93000030517578,24.270000457763672,31.190000534057617,29.079999923706055
2020-04-20,11.0600004196167,29.229999542236328,23.639999389648438,31.059999465942383,27.790000915527344
2020-04-21,11.0,28.290000915527344,23.100000381469727,30.110000610351562,27.8799991607666
2020-04-22,10.270000457763672,27.530000686645508,22.469999313354492,29.709999084472656,25.8799991607666
2020-04-23,10.25,28.200000762939453,22.479999542236328,30.139999389648438,25.719999313354492
2020-04-24,10.3100004196167,28.010000228881836,22.40999984741211,29.329999923706055,25.559999465942383
2020-04-27,10.020000457763672,27.850000381469727,22.15999984741211,29.110000610351562,25.0
2020-04-28,11.260000228881836,31.579999923706055,24.34000015258789,29.690000534057617,27.84000015258789
2020-04-29,12.630000114440918,34.0,27.31999969482422,30.969999313354492,31.209999084472656
2020-04-30,12.010000228881836,32.52000045776367,25.90999984741211,31.25,29.579999923706055
2020-05-01,10.640000343322754,30.110000610351562,24.1200008392334,29.229999542236328,26.6200008392334
2020-05-04,9.819999694824219,28.770000457763672,22.56999969482422,27.559999465942383,25.260000228881836
